Nazov,Pocet slov po spracovani,,min,max,<40000,<10000,<22500
pan-plagiarism-corpus-2010\suspicious-documents\part15\suspicious-document07359.txt,575,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part15\suspicious-document07360.txt,93965,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part15\suspicious-document07361.txt,3013,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part15\suspicious-document07362.txt,28936,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part15\suspicious-document07363.txt,1852,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part15\suspicious-document07364.txt,40357,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part15\suspicious-document07365.txt,5950,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part15\suspicious-document07366.txt,280,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part15\suspicious-document07367.txt,2955,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part15\suspicious-document07368.txt,19946,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part15\suspicious-document07369.txt,36410,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part15\suspicious-document07370.txt,1302,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part15\suspicious-document07371.txt,7496,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part15\suspicious-document07372.txt,98267,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part15\suspicious-document07373.txt,16154,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part15\suspicious-document07374.txt,306,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part15\suspicious-document07375.txt,1413,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part15\suspicious-document07376.txt,3174,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part15\suspicious-document07377.txt,74217,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part15\suspicious-document07378.txt,2118,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part15\suspicious-document07379.txt,294,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part15\suspicious-document07380.txt,27879,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part15\suspicious-document07381.txt,1966,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part15\suspicious-document07382.txt,2592,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part15\suspicious-document07383.txt,50984,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part15\suspicious-document07384.txt,2738,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part15\suspicious-document07385.txt,30951,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part15\suspicious-document07386.txt,8949,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part15\suspicious-document07387.txt,4877,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part15\suspicious-document07388.txt,14251,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part15\suspicious-document07389.txt,20038,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part15\suspicious-document07390.txt,1016,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part15\suspicious-document07391.txt,26762,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part15\suspicious-document07392.txt,22315,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part15\suspicious-document07393.txt,3334,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part15\suspicious-document07394.txt,21040,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part15\suspicious-document07395.txt,21436,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part15\suspicious-document07396.txt,96540,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part15\suspicious-document07397.txt,20724,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part15\suspicious-document07398.txt,35880,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part15\suspicious-document07399.txt,12960,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part15\suspicious-document07400.txt,6745,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part15\suspicious-document07401.txt,29182,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part15\suspicious-document07402.txt,70676,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part15\suspicious-document07403.txt,1621,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part15\suspicious-document07404.txt,2348,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part15\suspicious-document07405.txt,2954,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part15\suspicious-document07406.txt,1614,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part15\suspicious-document07407.txt,20743,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part15\suspicious-document07408.txt,2301,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part15\suspicious-document07409.txt,48432,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part15\suspicious-document07410.txt,2221,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part15\suspicious-document07411.txt,13818,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part15\suspicious-document07412.txt,2347,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part15\suspicious-document07413.txt,1006,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part15\suspicious-document07414.txt,2284,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part15\suspicious-document07415.txt,9766,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part15\suspicious-document07416.txt,27513,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part15\suspicious-document07417.txt,1589,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part15\suspicious-document07418.txt,14517,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part15\suspicious-document07419.txt,19041,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part15\suspicious-document07420.txt,618,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part15\suspicious-document07421.txt,26255,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part15\suspicious-document07422.txt,4586,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part15\suspicious-document07423.txt,706,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part15\suspicious-document07424.txt,1595,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part15\suspicious-document07425.txt,2386,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part15\suspicious-document07426.txt,3564,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part15\suspicious-document07427.txt,47796,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part15\suspicious-document07428.txt,5110,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part15\suspicious-document07429.txt,20765,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part15\suspicious-document07430.txt,301,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part15\suspicious-document07431.txt,3351,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part15\suspicious-document07432.txt,689,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part15\suspicious-document07433.txt,3517,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part15\suspicious-document07434.txt,22829,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part15\suspicious-document07435.txt,590,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part15\suspicious-document07436.txt,11428,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part15\suspicious-document07437.txt,2689,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part15\suspicious-document07438.txt,400,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part15\suspicious-document07439.txt,35434,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part15\suspicious-document07440.txt,1132,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part15\suspicious-document07441.txt,4712,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part15\suspicious-document07442.txt,54061,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part15\suspicious-document07443.txt,1710,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part15\suspicious-document07444.txt,20585,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part15\suspicious-document07445.txt,4613,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part15\suspicious-document07446.txt,1735,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part15\suspicious-document07447.txt,2263,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part15\suspicious-document07448.txt,25295,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part15\suspicious-document07449.txt,2756,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part15\suspicious-document07450.txt,241,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part15\suspicious-document07451.txt,7991,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part15\suspicious-document07452.txt,65839,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part15\suspicious-document07453.txt,25680,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part15\suspicious-document07454.txt,1725,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part15\suspicious-document07455.txt,47325,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part15\suspicious-document07456.txt,19650,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part15\suspicious-document07457.txt,46015,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part15\suspicious-document07458.txt,1002,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part15\suspicious-document07459.txt,2323,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part15\suspicious-document07460.txt,336,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part15\suspicious-document07461.txt,23512,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part15\suspicious-document07462.txt,4131,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part15\suspicious-document07463.txt,3495,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part15\suspicious-document07464.txt,642,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part15\suspicious-document07465.txt,1943,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part15\suspicious-document07466.txt,1230,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part15\suspicious-document07467.txt,43750,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part15\suspicious-document07468.txt,12907,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part15\suspicious-document07469.txt,1141,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part15\suspicious-document07470.txt,32996,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part15\suspicious-document07471.txt,5065,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part15\suspicious-document07472.txt,6134,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part15\suspicious-document07473.txt,6110,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part15\suspicious-document07474.txt,928,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part15\suspicious-document07475.txt,5874,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part15\suspicious-document07476.txt,2497,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part15\suspicious-document07477.txt,34961,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part15\suspicious-document07478.txt,36627,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part15\suspicious-document07479.txt,319,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part15\suspicious-document07480.txt,337,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part15\suspicious-document07481.txt,10609,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part15\suspicious-document07482.txt,488,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part15\suspicious-document07483.txt,70136,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part15\suspicious-document07484.txt,9709,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part15\suspicious-document07485.txt,6440,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part15\suspicious-document07486.txt,23037,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part15\suspicious-document07487.txt,2714,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part15\suspicious-document07488.txt,15916,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part15\suspicious-document07489.txt,18245,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part15\suspicious-document07490.txt,9058,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part15\suspicious-document07491.txt,292,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part15\suspicious-document07492.txt,11950,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part15\suspicious-document07493.txt,28509,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part15\suspicious-document07494.txt,6857,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part15\suspicious-document07495.txt,1154,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part15\suspicious-document07496.txt,29961,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part15\suspicious-document07497.txt,12266,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part15\suspicious-document07498.txt,2269,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part15\suspicious-document07499.txt,286,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part15\suspicious-document07500.txt,35441,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part16\suspicious-document07501.txt,2694,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part16\suspicious-document07502.txt,8876,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part16\suspicious-document07503.txt,652,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part16\suspicious-document07504.txt,51920,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part16\suspicious-document07505.txt,323,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part16\suspicious-document07506.txt,22345,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part16\suspicious-document07507.txt,3531,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part16\suspicious-document07508.txt,722,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part16\suspicious-document07509.txt,6052,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part16\suspicious-document07510.txt,24543,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part16\suspicious-document07511.txt,2400,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part16\suspicious-document07512.txt,12138,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part16\suspicious-document07513.txt,6502,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part16\suspicious-document07514.txt,44701,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part16\suspicious-document07515.txt,16238,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part16\suspicious-document07516.txt,42563,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part16\suspicious-document07517.txt,395,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part16\suspicious-document07518.txt,9323,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part16\suspicious-document07519.txt,8302,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part16\suspicious-document07520.txt,8187,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part16\suspicious-document07521.txt,287,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part16\suspicious-document07522.txt,3009,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part16\suspicious-document07523.txt,4410,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part16\suspicious-document07524.txt,264,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part16\suspicious-document07525.txt,5078,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part16\suspicious-document07526.txt,1288,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part16\suspicious-document07527.txt,39754,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part16\suspicious-document07528.txt,29457,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part16\suspicious-document07529.txt,30298,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part16\suspicious-document07530.txt,56453,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part16\suspicious-document07531.txt,2226,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part16\suspicious-document07532.txt,3214,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part16\suspicious-document07533.txt,892,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part16\suspicious-document07534.txt,4732,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part16\suspicious-document07535.txt,710,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part16\suspicious-document07536.txt,1596,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part16\suspicious-document07537.txt,5391,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part16\suspicious-document07538.txt,947,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part16\suspicious-document07539.txt,18672,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part16\suspicious-document07540.txt,25818,,,,,,
